INST CODE,INSTITUTE NAME,PLACE,DISTRICT,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS ,TUITION FEE,AFFILIATED
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,CSE,COMPUTER SCIENCE AND ENGINEERING,26303.0,26303.0,86999.0,86999.0,57408.0,70255.0,26303.0,26303.0,65938.0,65938.0,85977.0,99017.0,95181.0,113074.0,92961.0,118607.0,40634.0,53505.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",40918.0,55055.0,108367.0,111600.0,88878.0,116339.0,40918.0,55055.0,83466.0,101397.0,113868.0,113868.0,125450.0,125450.0,123488.0,123488.0,68772.0,76791.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52680.0,97089.0,98439.0,98439.0,112273.0,118527.0,52680.0,97089.0,91412.0,112231.0,92750.0,97089.0,125323.0,125323.0,121767.0,124052.0,85742.0,99034.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92254.0,92254.0,92254.0,108123.0,92254.0,102337.0,109513.0,109513.0,115206.0,115206.0,92254.0,93224.0,122491.0,125623.0,122995.0,124052.0,92254.0,92254.0,60000.0,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010.0,MEC,MECHANICAL ENGINEERING,118327.0,126088.0,118327.0,126088.0,118327.0,126088.0,118327.0,126088.0,118327.0,126088.0,118327.0,126088.0,126088.0,126088.0,118327.0,126088.0,118327.0,126088.0,60000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CIV,CIVIL ENGINEERING,97735.0,108732.0,97735.0,108732.0,113070.0,113070.0,97735.0,108732.0,112337.0,112337.0,97735.0,108732.0,125531.0,125531.0,119669.0,119669.0,97735.0,108732.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),31109.0,33478.0,67801.0,71111.0,51843.0,52291.0,34695.0,34695.0,45271.0,62238.0,86931.0,114306.0,107400.0,121606.0,70102.0,108288.0,35627.0,38780.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSE,COMPUTER SCIENCE AND ENGINEERING,20326.0,20326.0,55820.0,57250.0,38083.0,39834.0,20326.0,80628.0,33916.0,33916.0,47872.0,98462.0,58671.0,58671.0,57203.0,63467.0,25299.0,30373.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",37677.0,37677.0,70199.0,101743.0,47394.0,52867.0,71806.0,71806.0,42432.0,52112.0,82380.0,82380.0,102662.0,112481.0,72720.0,121382.0,38647.0,38825.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),41122.0,41139.0,114424.0,114424.0,63636.0,78526.0,50141.0,50141.0,53511.0,69422.0,97353.0,97353.0,119153.0,119153.0,83568.0,122938.0,41741.0,42370.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44763.0,53196.0,113988.0,118180.0,72768.0,83852.0,44763.0,74514.0,64491.0,79430.0,114592.0,114628.0,124263.0,125853.0,99780.0,122763.0,54426.0,54426.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,61647.0,67014.0,96263.0,96263.0,121252.0,121252.0,61647.0,67014.0,103009.0,103009.0,61647.0,97443.0,125698.0,125698.0,102671.0,112833.0,77171.0,79621.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,INF,INFORMATION TECHNOLOGY,30636.0,33246.0,74607.0,92136.0,53448.0,53546.0,51445.0,51445.0,46895.0,61028.0,30636.0,33246.0,106510.0,121384.0,58244.0,70732.0,36981.0,39184.0,110000.0,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007.0,MEC,MECHANICAL ENGINEERING,87035.0,111188.0,87035.0,111188.0,105039.0,111188.0,87035.0,111188.0,101539.0,111188.0,89280.0,111188.0,102640.0,111188.0,118996.0,118996.0,87035.0,111188.0,110000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CIV,CIVIL ENGINEERING,107768.0,113173.0,107768.0,113173.0,111375.0,113173.0,107768.0,113173.0,107768.0,113173.0,107768.0,113173.0,121667.0,121667.0,107768.0,126050.0,107768.0,113173.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSE,COMPUTER SCIENCE AND ENGINEERING,45328.0,45328.0,116234.0,116466.0,111927.0,118370.0,89634.0,89634.0,92385.0,92385.0,117140.0,117140.0,125588.0,125588.0,118721.0,121031.0,76460.0,102973.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",32485.0,68256.0,102582.0,107519.0,101868.0,101868.0,32485.0,68256.0,97653.0,97653.0,101939.0,101939.0,125657.0,125657.0,80024.0,109549.0,81050.0,98175.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81301.0,81301.0,107715.0,109225.0,109555.0,109555.0,81301.0,81301.0,110564.0,113830.0,81301.0,116204.0,100975.0,104769.0,125718.0,125718.0,112550.0,114964.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91314.0,93413.0,117547.0,117547.0,96932.0,118370.0,91314.0,93413.0,115796.0,115796.0,91314.0,93413.0,123797.0,123797.0,122555.0,122818.0,91314.0,93413.0,75000.0,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005.0,MEC,MECHANICAL ENGINEERING,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,117856.0,75000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,104658.0,109044.0,125725.0,125725.0,104658.0,109044.0,104658.0,109044.0,106699.0,111766.0,104658.0,109044.0,125517.0,125517.0,122844.0,122844.0,104658.0,109044.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CIV,CIVIL ENGINEERING,115304.0,117646.0,115304.0,117646.0,115304.0,117646.0,115304.0,117646.0,115304.0,118728.0,115304.0,117646.0,125523.0,125523.0,123261.0,123261.0,115304.0,117646.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,CSE,COMPUTER SCIENCE AND ENGINEERING,53376.0,85081.0,113367.0,113367.0,110610.0,122960.0,89312.0,99520.0,93136.0,93136.0,95081.0,95081.0,94163.0,119575.0,75574.0,85081.0,71488.0,108071.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55807.0,76906.0,109775.0,109775.0,62583.0,93676.0,55807.0,76906.0,107610.0,107610.0,104658.0,104658.0,124067.0,125034.0,125725.0,125725.0,55807.0,76906.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,45103.0,106699.0,124933.0,124933.0,125190.0,125190.0,45103.0,106699.0,45103.0,106699.0,110560.0,110560.0,126116.0,126116.0,121979.0,121979.0,45103.0,106699.0,65000.0,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007.0,MIN,MINING ENGINEERING,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,98018.0,119158.0,119158.0,98018.0,98018.0,65000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,68290.0,93230.0,68290.0,93230.0,95572.0,95572.0,68290.0,93230.0,68290.0,93230.0,68290.0,93230.0,125814.0,125814.0,125932.0,125932.0,68290.0,93230.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CSE,COMPUTER SCIENCE AND ENGINEERING,31766.0,66894.0,105402.0,112203.0,64880.0,66894.0,76868.0,76868.0,76001.0,76001.0,77941.0,84598.0,99756.0,99756.0,102549.0,121894.0,57637.0,79972.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57043.0,86632.0,108158.0,108158.0,95572.0,105083.0,57043.0,86632.0,93095.0,93568.0,81276.0,86632.0,122921.0,122921.0,119718.0,119718.0,60487.0,86632.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57591.0,59054.0,103331.0,114595.0,113498.0,117362.0,101406.0,101406.0,110535.0,110535.0,110168.0,116018.0,126070.0,126070.0,93221.0,121330.0,89426.0,102050.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86708.0,110535.0,86708.0,110535.0,97589.0,110535.0,86708.0,110535.0,122035.0,122035.0,112584.0,112584.0,125932.0,125932.0,86708.0,110535.0,86708.0,110535.0,90000.0,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001.0,INF,INFORMATION TECHNOLOGY,70111.0,76868.0,111422.0,111422.0,115558.0,115558.0,115452.0,115452.0,116199.0,116199.0,85125.0,112251.0,124924.0,124924.0,120907.0,120907.0,76268.0,76868.0,90000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,CSE,COMPUTER SCIENCE AND ENGINEERING,32678.0,32678.0,105076.0,116673.0,108126.0,113361.0,117033.0,117033.0,104262.0,104262.0,93150.0,111508.0,122778.0,125179.0,120851.0,120851.0,106071.0,106071.0,67000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",67918.0,81308.0,67918.0,106461.0,112758.0,117662.0,95231.0,109245.0,117460.0,117460.0,67918.0,116589.0,119071.0,119071.0,87657.0,87657.0,117453.0,117453.0,67000.0,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,65785.0,115585.0,115860.0,115860.0,101735.0,118144.0,65785.0,115585.0,117920.0,117920.0,65785.0,115585.0,125382.0,125551.0,126025.0,126025.0,65785.0,115585.0,67000.0,JNTUH
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007.0,PHD,PHARM - D (M.P.C. STREAM),79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,79915.0,68000.0,OU
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007.0,PHM,B. PHARMACY (M.P.C. STREAM),39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,39904.0,45000.0,OU
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CIV,CIVIL ENGINEERING,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,91905.0,92196.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSE,COMPUTER SCIENCE AND ENGINEERING,49897.0,55707.0,88233.0,112037.0,110867.0,115335.0,54981.0,55707.0,114972.0,114972.0,110853.0,116269.0,115795.0,125542.0,125002.0,125002.0,78715.0,78715.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",93488.0,93488.0,117120.0,117120.0,117844.0,117844.0,93488.0,93488.0,118321.0,118321.0,109517.0,109517.0,102726.0,102726.0,94137.0,94137.0,109484.0,109484.0,60000.0,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,77987.0,77987.0,103441.0,109225.0,90468.0,115054.0,77987.0,77987.0,90109.0,117152.0,77987.0,77987.0,107932.0,124984.0,106806.0,106806.0,77987.0,77987.0,60000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,CSE,COMPUTER SCIENCE AND ENGINEERING,55984.0,55984.0,118366.0,118366.0,113217.0,114476.0,90805.0,90805.0,94357.0,110218.0,116458.0,116458.0,124888.0,124888.0,96230.0,123433.0,76008.0,100613.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53473.0,56297.0,103830.0,116273.0,115239.0,115239.0,53473.0,56297.0,99464.0,115580.0,94948.0,116271.0,125205.0,125731.0,118920.0,118920.0,79694.0,79694.0,45000.0,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003.0,MEC,MECHANICAL ENGINEERING,107589.0,109638.0,107589.0,109638.0,117174.0,117174.0,107589.0,109638.0,107589.0,109638.0,107589.0,109638.0,125424.0,125424.0,119434.0,119434.0,107589.0,109638.0,45000.0,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),38923.0,108057.0,106498.0,111704.0,110557.0,115625.0,38923.0,108057.0,114201.0,114201.0,104594.0,108537.0,124105.0,124105.0,123184.0,123184.0,87088.0,108057.0,83000.0,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),74588.0,93742.0,112782.0,112782.0,117353.0,117353.0,84717.0,93742.0,104797.0,110891.0,118496.0,118496.0,125834.0,125834.0,120890.0,120890.0,87963.0,117989.0,83000.0,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999.0,CSE,COMPUTER SCIENCE AND ENGINEERING,66390.0,107597.0,118104.0,118104.0,99716.0,114499.0,70768.0,117876.0,96354.0,117721.0,117444.0,117444.0,125520.0,126064.0,125379.0,125379.0,74329.0,107597.0,83000.0,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57220.0,97782.0,117829.0,117829.0,118507.0,118507.0,57220.0,97782.0,113278.0,113278.0,114145.0,114145.0,124950.0,125614.0,120878.0,120878.0,96178.0,97782.0,83000.0,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99193.0,99193.0,103920.0,114079.0,118468.0,118468.0,112166.0,112166.0,117533.0,117533.0,116030.0,116030.0,122799.0,124171.0,123615.0,123615.0,104048.0,105411.0,83000.0,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92012.0,108123.0,114550.0,114550.0,107192.0,108123.0,92012.0,108123.0,118413.0,118413.0,92012.0,108123.0,125883.0,125883.0,125696.0,126078.0,92012.0,108123.0,83000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),73002.0,73002.0,114817.0,114817.0,114086.0,118508.0,73002.0,73002.0,102153.0,102153.0,90207.0,90207.0,122331.0,125985.0,122081.0,122081.0,79003.0,112767.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSE,COMPUTER SCIENCE AND ENGINEERING,54729.0,54729.0,109611.0,116457.0,110984.0,114713.0,54729.0,91474.0,91331.0,91331.0,93378.0,116498.0,125289.0,125289.0,124499.0,124499.0,69248.0,90065.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",66624.0,75241.0,108597.0,108597.0,116526.0,117308.0,66624.0,75241.0,117505.0,117505.0,108905.0,114922.0,124696.0,124696.0,111065.0,111065.0,82706.0,82706.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78464.0,78464.0,109067.0,117152.0,117839.0,117839.0,78464.0,113777.0,99289.0,99289.0,115916.0,115916.0,125137.0,125137.0,125790.0,125790.0,101758.0,109726.0,70000.0,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93677.0,97579.0,93677.0,97579.0,117698.0,117698.0,93677.0,97579.0,93677.0,97579.0,93677.0,97579.0,98432.0,122424.0,125828.0,125828.0,93677.0,97579.0,70000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,CIV,CIVIL ENGINEERING,82111.0,109645.0,121854.0,124108.0,121976.0,125366.0,82111.0,126050.0,117491.0,117491.0,82111.0,113055.0,121425.0,124195.0,125066.0,125066.0,82111.0,109645.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),57291.0,57788.0,100158.0,113572.0,83904.0,93994.0,57291.0,57788.0,72552.0,85490.0,102068.0,102068.0,116370.0,120953.0,80529.0,80529.0,68470.0,68470.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),50981.0,59189.0,94063.0,98909.0,80997.0,86409.0,50981.0,71896.0,71650.0,80172.0,104134.0,104134.0,95241.0,121547.0,76621.0,76621.0,62236.0,64309.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,CSE,COMPUTER SCIENCE AND ENGINEERING,40052.0,45270.0,85282.0,91164.0,74074.0,80888.0,107583.0,107583.0,65971.0,70465.0,85183.0,97558.0,88913.0,92425.0,66929.0,70734.0,59829.0,63987.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57760.0,65575.0,115233.0,115233.0,79825.0,88021.0,57760.0,85447.0,72760.0,86665.0,106329.0,106329.0,112122.0,118650.0,82920.0,91032.0,64899.0,69402.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80109.0,95151.0,117856.0,117856.0,105645.0,110242.0,80109.0,95151.0,85603.0,99711.0,93803.0,104581.0,120586.0,125160.0,92455.0,120510.0,86716.0,98561.0,92000.0,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009.0,MEC,MECHANICAL ENGINEERING,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124606.0,124779.0,124779.0,124606.0,126050.0,124606.0,124606.0,92000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,114575.0,125212.0,125212.0,124878.0,124878.0,114575.0,114575.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47849.0,59262.0,100067.0,110565.0,93065.0,105995.0,47849.0,59262.0,83099.0,83099.0,117507.0,117507.0,122215.0,122215.0,90136.0,119720.0,58231.0,59262.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),54478.0,56359.0,97267.0,108568.0,87824.0,101959.0,82063.0,82063.0,77497.0,77497.0,103761.0,114825.0,115640.0,120894.0,86080.0,119604.0,54478.0,58495.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSE,COMPUTER SCIENCE AND ENGINEERING,38572.0,43672.0,107579.0,114221.0,71515.0,85928.0,71812.0,71812.0,71217.0,86566.0,103347.0,114377.0,119684.0,124206.0,96111.0,96213.0,49717.0,53309.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",49668.0,55761.0,115082.0,115082.0,96067.0,111497.0,49668.0,55761.0,81651.0,94891.0,109097.0,109097.0,123948.0,124265.0,98990.0,124432.0,54879.0,59791.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45341.0,86033.0,115461.0,116897.0,116174.0,116626.0,87576.0,102493.0,96184.0,117141.0,95677.0,115272.0,125476.0,125476.0,120718.0,123678.0,79650.0,100023.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86863.0,94382.0,125487.0,125487.0,125921.0,125921.0,86863.0,94382.0,116471.0,116471.0,101065.0,101065.0,119870.0,123076.0,112943.0,125212.0,86863.0,94382.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,INF,INFORMATION TECHNOLOGY,45710.0,57736.0,115234.0,115234.0,106782.0,114009.0,105551.0,105551.0,86793.0,99132.0,114686.0,114686.0,124955.0,125149.0,96633.0,101830.0,55926.0,57895.0,89000.0,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001.0,MEC,MECHANICAL ENGINEERING,80078.0,117979.0,80078.0,117979.0,110205.0,117979.0,80078.0,117979.0,80078.0,117979.0,80078.0,117979.0,125476.0,125476.0,119320.0,119320.0,80078.0,117979.0,89000.0,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001.0,CIV,CIVIL ENGINEERING,54370.0,115391.0,111225.0,115391.0,118445.0,118445.0,54370.0,115391.0,116762.0,116762.0,54370.0,115391.0,121952.0,121952.0,126138.0,126138.0,54370.0,115391.0,68000.0,JNTUH
