INST CODE,INSTITUTE NAME,PLACE,DISTRICT,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS ,TUITION FEE,AFFILIATED
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSE,COMPUTER SCIENCE AND ENGINEERING,26303,26303,86999,86999,57408,70255,26303,26303,65938,65938,85977,99017,95181,113074,92961,118607,40634,53505,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",40918,55055,108367,111600,88878,116339,40918,55055,83466,101397,113868,113868,125450,125450,123488,123488,68772,76791,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,52680,97089,98439,98439,112273,118527,52680,97089,91412,112231,92750,97089,125323,125323,121767,124052,85742,99034,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92254,92254,92254,108123,92254,102337,109513,109513,115206,115206,92254,93224,122491,125623,122995,124052,92254,92254,60000,JNTUH
AARM,AAR MAHAVEER ENGINEERING COLLEGE,BANDLAGUDA,HYD,COED,PVT,2010,MEC,MECHANICAL ENGINEERING,118327,126088,118327,126088,118327,126088,118327,126088,118327,126088,118327,126088,126088,126088,118327,126088,118327,126088,60000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CIV,CIVIL ENGINEERING,97735,108732,97735,108732,113070,113070,97735,108732,112337,112337,97735,108732,125531,125531,119669,119669,97735,108732,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),31109,33478,67801,71111,51843,52291,34695,34695,45271,62238,86931,114306,107400,121606,70102,108288,35627,38780,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,20326,20326,55820,57250,38083,39834,20326,80628,33916,33916,47872,98462,58671,58671,57203,63467,25299,30373,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",37677,37677,70199,101743,47394,52867,71806,71806,42432,52112,82380,82380,102662,112481,72720,121382,38647,38825,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),41122,41139,114424,114424,63636,78526,50141,50141,53511,69422,97353,97353,119153,119153,83568,122938,41741,42370,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,44763,53196,113988,118180,72768,83852,44763,74514,64491,79430,114592,114628,124263,125853,99780,122763,54426,54426,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,61647,67014,96263,96263,121252,121252,61647,67014,103009,103009,61647,97443,125698,125698,102671,112833,77171,79621,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,30636,33246,74607,92136,53448,53546,51445,51445,46895,61028,30636,33246,106510,121384,58244,70732,36981,39184,110000,JNTUH
ACEG,A C E ENGINEERING COLLEGE (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2007,MEC,MECHANICAL ENGINEERING,87035,111188,87035,111188,105039,111188,87035,111188,101539,111188,89280,111188,102640,111188,118996,118996,87035,111188,110000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,107768,113173,107768,113173,111375,113173,107768,113173,107768,113173,107768,113173,121667,121667,107768,126050,107768,113173,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,45328,45328,116234,116466,111927,118370,89634,89634,92385,92385,117140,117140,125588,125588,118721,121031,76460,102973,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",32485,68256,102582,107519,101868,101868,32485,68256,97653,97653,101939,101939,125657,125657,80024,109549,81050,98175,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,81301,81301,107715,109225,109555,109555,81301,81301,110564,113830,81301,116204,100975,104769,125718,125718,112550,114964,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,91314,93413,117547,117547,96932,118370,91314,93413,115796,115796,91314,93413,123797,123797,122555,122818,91314,93413,75000,JNTUH
AITH,ANNAMACHARYA INST OF TECHNOLOGY AND SCI,HAYATHNAGAR,RR,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,117856,75000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,104658,109044,125725,125725,104658,109044,104658,109044,106699,111766,104658,109044,125517,125517,122844,122844,104658,109044,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CIV,CIVIL ENGINEERING,115304,117646,115304,117646,115304,117646,115304,117646,115304,118728,115304,117646,125523,125523,123261,123261,115304,117646,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,53376,85081,113367,113367,110610,122960,89312,99520,93136,93136,95081,95081,94163,119575,75574,85081,71488,108071,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55807,76906,109775,109775,62583,93676,55807,76906,107610,107610,104658,104658,124067,125034,125725,125725,55807,76906,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,45103,106699,124933,124933,125190,125190,45103,106699,45103,106699,110560,110560,126116,126116,121979,121979,45103,106699,65000,JNTUH
AKIT,ABDULKALAM INST OF TECHNOLOGY AND SCI,KOTHAGUDEM,KGM,COED,PVT,2007,MIN,MINING ENGINEERING,98018,98018,98018,98018,98018,98018,98018,98018,98018,98018,98018,98018,98018,98018,119158,119158,98018,98018,65000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CIV,CIVIL ENGINEERING,68290,93230,68290,93230,95572,95572,68290,93230,68290,93230,68290,93230,125814,125814,125932,125932,68290,93230,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,31766,66894,105402,112203,64880,66894,76868,76868,76001,76001,77941,84598,99756,99756,102549,121894,57637,79972,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57043,86632,108158,108158,95572,105083,57043,86632,93095,93568,81276,86632,122921,122921,119718,119718,60487,86632,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,57591,59054,103331,114595,113498,117362,101406,101406,110535,110535,110168,116018,126070,126070,93221,121330,89426,102050,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86708,110535,86708,110535,97589,110535,86708,110535,122035,122035,112584,112584,125932,125932,86708,110535,86708,110535,90000,JNTUH
ANRK,ANURAG ENGINEERING COLLEGE AUTONOMOUS,KODAD,SRP,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,70111,76868,111422,111422,115558,115558,115452,115452,116199,116199,85125,112251,124924,124924,120907,120907,76268,76868,90000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,32678,32678,105076,116673,108126,113361,117033,117033,104262,104262,93150,111508,122778,125179,120851,120851,106071,106071,67000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",67918,81308,67918,106461,112758,117662,95231,109245,117460,117460,67918,116589,119071,119071,87657,87657,117453,117453,67000,JNTUH
ARJN,ARJUN COLLEGE OF TECHNOLOGY AND SCIENCE,BATASINGARAM,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,65785,115585,115860,115860,101735,118144,65785,115585,117920,117920,65785,115585,125382,125551,126025,126025,65785,115585,67000,JNTUH
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHD,PHARM - D (M.P.C. STREAM),79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,79915,68000,OU
ARYA,ARYA COLLEGE OF PHARMACY,KANDI,SRD,COED,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,39904,45000,OU
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,91905,92196,91905,92196,91905,92196,91905,92196,91905,92196,91905,92196,91905,92196,91905,92196,91905,92196,60000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,49897,55707,88233,112037,110867,115335,54981,55707,114972,114972,110853,116269,115795,125542,125002,125002,78715,78715,60000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",93488,93488,117120,117120,117844,117844,93488,93488,118321,118321,109517,109517,102726,102726,94137,94137,109484,109484,60000,JNTUH
ASRA,AVANTHIS SCIENTIFIC TECH AND RESEARCH ACADEMY,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,77987,77987,103441,109225,90468,115054,77987,77987,90109,117152,77987,77987,107932,124984,106806,106806,77987,77987,60000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,CSE,COMPUTER SCIENCE AND ENGINEERING,55984,55984,118366,118366,113217,114476,90805,90805,94357,110218,116458,116458,124888,124888,96230,123433,76008,100613,45000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,53473,56297,103830,116273,115239,115239,53473,56297,99464,115580,94948,116271,125205,125731,118920,118920,79694,79694,45000,JNTUH
AURG,AURORAS SCIENTIFIC AND TECHNOLOGICAL INSTITUTE,GHATKESAR,MDL,COED,PVT,2003,MEC,MECHANICAL ENGINEERING,107589,109638,107589,109638,117174,117174,107589,109638,107589,109638,107589,109638,125424,125424,119434,119434,107589,109638,45000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),38923,108057,106498,111704,110557,115625,38923,108057,114201,114201,104594,108537,124105,124105,123184,123184,87088,108057,83000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),74588,93742,112782,112782,117353,117353,84717,93742,104797,110891,118496,118496,125834,125834,120890,120890,87963,117989,83000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,66390,107597,118104,118104,99716,114499,70768,117876,96354,117721,117444,117444,125520,126064,125379,125379,74329,107597,83000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57220,97782,117829,117829,118507,118507,57220,97782,113278,113278,114145,114145,124950,125614,120878,120878,96178,97782,83000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,99193,99193,103920,114079,118468,118468,112166,112166,117533,117533,116030,116030,122799,124171,123615,123615,104048,105411,83000,JNTUH
AURP,AURORAS TECHNOLOGICAL AND  RESEARCH INSTITUTE,PARVATHAPUR,MDL,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,92012,108123,114550,114550,107192,108123,92012,108123,118413,118413,92012,108123,125883,125883,125696,126078,92012,108123,83000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),73002,73002,114817,114817,114086,118508,73002,73002,102153,102153,90207,90207,122331,125985,122081,122081,79003,112767,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,54729,54729,109611,116457,110984,114713,54729,91474,91331,91331,93378,116498,125289,125289,124499,124499,69248,90065,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",66624,75241,108597,108597,116526,117308,66624,75241,117505,117505,108905,114922,124696,124696,111065,111065,82706,82706,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,78464,78464,109067,117152,117839,117839,78464,113777,99289,99289,115916,115916,125137,125137,125790,125790,101758,109726,70000,JNTUH
AVIH,AVANTHI INST OF ENGG AND TECHNOLOGY,HAYATHNAGAR,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93677,97579,93677,97579,117698,117698,93677,97579,93677,97579,93677,97579,98432,122424,125828,125828,93677,97579,70000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CIV,CIVIL ENGINEERING,82111,109645,121854,124108,121976,125366,82111,126050,117491,117491,82111,113055,121425,124195,125066,125066,82111,109645,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),57291,57788,100158,113572,83904,93994,57291,57788,72552,85490,102068,102068,116370,120953,80529,80529,68470,68470,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),50981,59189,94063,98909,80997,86409,50981,71896,71650,80172,104134,104134,95241,121547,76621,76621,62236,64309,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,40052,45270,85282,91164,74074,80888,107583,107583,65971,70465,85183,97558,88913,92425,66929,70734,59829,63987,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",57760,65575,115233,115233,79825,88021,57760,85447,72760,86665,106329,106329,112122,118650,82920,91032,64899,69402,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,80109,95151,117856,117856,105645,110242,80109,95151,85603,99711,93803,104581,120586,125160,92455,120510,86716,98561,92000,JNTUH
AVNI,AVN INST OF ENGG TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2009,MEC,MECHANICAL ENGINEERING,124606,124606,124606,124606,124606,124606,124606,124606,124606,124606,124606,124606,124779,124779,124606,126050,124606,124606,92000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,114575,114575,114575,114575,114575,114575,114575,114575,114575,114575,114575,114575,125212,125212,124878,124878,114575,114575,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),47849,59262,100067,110565,93065,105995,47849,59262,83099,83099,117507,117507,122215,122215,90136,119720,58231,59262,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),54478,56359,97267,108568,87824,101959,82063,82063,77497,77497,103761,114825,115640,120894,86080,119604,54478,58495,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,38572,43672,107579,114221,71515,85928,71812,71812,71217,86566,103347,114377,119684,124206,96111,96213,49717,53309,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",49668,55761,115082,115082,96067,111497,49668,55761,81651,94891,109097,109097,123948,124265,98990,124432,54879,59791,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45341,86033,115461,116897,116174,116626,87576,102493,96184,117141,95677,115272,125476,125476,120718,123678,79650,100023,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,86863,94382,125487,125487,125921,125921,86863,94382,116471,116471,101065,101065,119870,123076,112943,125212,86863,94382,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,45710,57736,115234,115234,106782,114009,105551,105551,86793,99132,114686,114686,124955,125149,96633,101830,55926,57895,89000,JNTUH
BIET,BHARAT INSTITUTE OF ENGG AND TECHNOLOGY,IBRAHIMPATNAM,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,80078,117979,80078,117979,110205,117979,80078,117979,80078,117979,80078,117979,125476,125476,119320,119320,80078,117979,89000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CIV,CIVIL ENGINEERING,54370,115391,111225,115391,118445,118445,54370,115391,116762,116762,54370,115391,121952,121952,126138,126138,54370,115391,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),85746,85746,98557,98557,92038,100443,85746,85746,85746,115232,116222,116222,125610,125610,122462,122462,99057,105011,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,57264,57264,105147,114635,69180,69180,95709,95709,64429,102628,103591,103591,123405,123405,97463,97463,93059,101993,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",52402,52402,95097,99741,83297,98843,75233,75233,74995,75759,52402,85869,121355,121355,121138,121138,82330,82330,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),104911,104911,105766,111519,106422,113106,104911,104911,104911,104911,111892,111892,122870,122870,122096,122096,107535,107535,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),74754,74754,105496,105496,103302,104061,74754,86302,101826,101826,117503,117503,104202,123354,119843,119843,107074,107074,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,76894,79849,118445,118445,117108,117108,93486,93486,109236,117470,107945,107945,125308,125308,124690,124690,76894,79849,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95394,102953,100429,102953,118036,118036,95394,102953,116762,116762,107969,107969,121855,121855,122627,125219,95394,102953,68000,JNTUH
BITN,BALAJI INSTITUTE OF TECHNOLOGY AND SCI,NARSAMPET,WGL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,115954,124272,124272,123922,123922,115954,115954,68000,JNTUH
BNPW,BOJJAM NARASIMHULU PHARM COLL FOR WOMEN,SAIDABAD,HYD,GIRLS,PVT,2007,PHM,B. PHARMACY (M.P.C. STREAM),NA,73513,NA,73513,NA,73513,NA,73513,NA,73513,NA,73513,NA,73513,NA,73513,NA,73513,52000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CIV,CIVIL ENGINEERING,118414,118414,118414,118414,118414,118414,118414,118414,118414,118414,118414,118414,123371,125814,123284,125788,118414,118414,63000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,56694,56694,94952,94952,82430,82430,56694,56694,84062,88252,56694,112017,113808,113808,56694,121058,56694,56694,63000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",72947,79493,108132,108132,119771,119771,72947,79493,107062,108870,117546,117546,124593,124593,94774,124624,72947,79493,63000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,94952,94952,125414,125414,125749,125749,125747,125747,125800,125800,94952,94952,125788,125788,120065,120681,94952,94952,63000,JNTUH
BOMA,BOMMA INST OF TECHNOLOGY AND SCI,KHAMMAM,KHM,COED,PVT,2006,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,115602,117504,115602,117504,115602,117504,115602,117504,115602,117504,115602,117504,115602,122830,121572,124624,115602,117504,63000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CIV,CIVIL ENGINEERING,68573,69144,115923,115923,125266,125266,86444,86444,122335,122335,68573,123119,122301,122301,124034,125408,68573,69144,95000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),80408,80408,124389,124389,124448,124448,119354,119354,124789,124789,80408,125108,121825,121825,96212,103391,103692,104098,95000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,58723,58723,95895,95895,98352,98352,58723,58723,97677,97677,96038,96038,103201,103201,83012,83012,82039,82039,95000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",86022,98434,122832,122832,123759,124469,86022,98434,124813,124813,125554,125554,123742,123742,120790,120795,86022,98434,95000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62546,62546,79954,92402,91304,110190,62546,82950,81162,87235,113352,113352,120827,120827,87916,87916,81042,81042,95000,JNTUH
BOSE,ANU BOSE INSTT OF TECHNOLOGY,PALONCHA,KGM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,78314,78314,125218,125218,121369,121369,78314,78314,122529,122529,102114,102114,125131,125131,121154,125258,78314,80410,95000,JNTUH
